,Firms,Year,Connections
3416,STAATL MINERALBRUNNEN AG,2015,0
3417,STAATL MINERALBRUNNEN AG,2016,0
3418,STAATL MINERALBRUNNEN AG,2017,0
3419,STAATL MINERALBRUNNEN AG,2018,0
3420,STAATL MINERALBRUNNEN AG,2019,0
3421,NYMPHENBURG IMMOBILIEN AG,2008,0
3422,NYMPHENBURG IMMOBILIEN AG,2009,0
3423,SOFTWARE AG,2006,0
3424,SOFTWARE AG,2007,1
3425,SOFTWARE AG,2008,2
3426,SOFTWARE AG,2009,2
3427,SOFTWARE AG,2010,92
3428,SOFTWARE AG,2011,98
3429,SOFTWARE AG,2012,92
3430,SOFTWARE AG,2013,109
3431,SOFTWARE AG,2014,4
3432,SOFTWARE AG,2015,5
3433,SOFTWARE AG,2016,3
3434,SOFTWARE AG,2017,2
3435,SOFTWARE AG,2018,2
3436,SOFTWARE AG,2019,1
3437,KHD HMBLD WDG VRMGSVRWLTG AG,2006,0
3438,KHD HMBLD WDG VRMGSVRWLTG AG,2007,0
3439,KHD HMBLD WDG VRMGSVRWLTG AG,2008,0
3440,KHD HMBLD WDG VRMGSVRWLTG AG,2009,0
3441,KHD HMBLD WDG VRMGSVRWLTG AG,2010,0
3442,KHD HMBLD WDG VRMGSVRWLTG AG,2011,0
3443,KHD HMBLD WDG VRMGSVRWLTG AG,2012,0
3444,KHD HMBLD WDG VRMGSVRWLTG AG,2013,0
3445,KHD HMBLD WDG VRMGSVRWLTG AG,2014,0
3446,KHD HMBLD WDG VRMGSVRWLTG AG,2015,0
3447,KHD HMBLD WDG VRMGSVRWLTG AG,2016,0
3448,KHD HMBLD WDG VRMGSVRWLTG AG,2017,0
3449,KHD HMBLD WDG VRMGSVRWLTG AG,2018,0
3450,KHD HMBLD WDG VRMGSVRWLTG AG,2019,0
3451,DUERR AG,2006,1
3452,DUERR AG,2007,1
3453,DUERR AG,2008,1
3454,DUERR AG,2009,1
3455,DUERR AG,2010,19
3456,DUERR AG,2011,20
3457,DUERR AG,2012,21
3458,DUERR AG,2013,21
3459,DUERR AG,2014,3
3460,DUERR AG,2015,2
3461,DUERR AG,2016,2
3462,DUERR AG,2017,2
3463,DUERR AG,2018,1
3464,DUERR AG,2019,1
3465,AS CREATION TAPETEN AG,2006,0
3466,AS CREATION TAPETEN AG,2007,0
3467,AS CREATION TAPETEN AG,2008,0
3468,AS CREATION TAPETEN AG,2009,0
3469,AS CREATION TAPETEN AG,2010,0
3470,AS CREATION TAPETEN AG,2011,0
3471,AS CREATION TAPETEN AG,2012,0
3472,AS CREATION TAPETEN AG,2013,0
3473,AS CREATION TAPETEN AG,2014,0
3474,AS CREATION TAPETEN AG,2015,0
3475,AS CREATION TAPETEN AG,2016,0
3476,AS CREATION TAPETEN AG,2017,0
3477,AS CREATION TAPETEN AG,2018,0
3478,AS CREATION TAPETEN AG,2019,0
3479,HORNBACH-BAUMARKT AG,2006,0
3480,HORNBACH-BAUMARKT AG,2007,0
3481,HORNBACH-BAUMARKT AG,2008,0
3482,HORNBACH-BAUMARKT AG,2009,0
3483,HORNBACH-BAUMARKT AG,2010,0
3484,HORNBACH-BAUMARKT AG,2011,0
3485,HORNBACH-BAUMARKT AG,2012,0
3486,HORNBACH-BAUMARKT AG,2013,0
3487,HORNBACH-BAUMARKT AG,2014,0
3488,HORNBACH-BAUMARKT AG,2015,0
3489,HORNBACH-BAUMARKT AG,2016,0
3490,HORNBACH-BAUMARKT AG,2017,0
3491,HORNBACH-BAUMARKT AG,2018,0
3492,HORNBACH-BAUMARKT AG,2019,0
3493,KAESSBOHRER GELAENDEFAHRZEUG,2006,0
3494,KAESSBOHRER GELAENDEFAHRZEUG,2007,0
3495,KAESSBOHRER GELAENDEFAHRZEUG,2008,0
3496,KAESSBOHRER GELAENDEFAHRZEUG,2009,0
3497,KAESSBOHRER GELAENDEFAHRZEUG,2010,0
3498,KAESSBOHRER GELAENDEFAHRZEUG,2011,0
3499,KAESSBOHRER GELAENDEFAHRZEUG,2012,0
3500,EDEL SE & CO KGAA,2006,0
3501,EDEL SE & CO KGAA,2007,0
3502,EDEL SE & CO KGAA,2008,0
3503,EDEL SE & CO KGAA,2009,0
3504,EDEL SE & CO KGAA,2010,0
3505,EDEL SE & CO KGAA,2011,0
3506,EDEL SE & CO KGAA,2012,0
3507,EDEL SE & CO KGAA,2013,0
3508,EDEL SE & CO KGAA,2014,0
3509,EDEL SE & CO KGAA,2015,0
3510,EDEL SE & CO KGAA,2016,0
3511,EDEL SE & CO KGAA,2017,0
3512,EDEL SE & CO KGAA,2018,0
3513,EDEL SE & CO KGAA,2019,0
3514,DRILLISCH AG - OLD,2006,0
3515,DRILLISCH AG - OLD,2007,0
3516,DRILLISCH AG - OLD,2008,0
3517,DRILLISCH AG - OLD,2009,0
3518,DRILLISCH AG - OLD,2010,0
3519,DRILLISCH AG - OLD,2011,0
3520,DRILLISCH AG - OLD,2012,0
3521,DRILLISCH AG - OLD,2013,0
3522,DRILLISCH AG - OLD,2014,0
3523,DRILLISCH AG - OLD,2015,0
3524,DRILLISCH AG - OLD,2016,0
3525,NTT COM SECURITY AG,2006,0
3526,NTT COM SECURITY AG,2007,0
3527,NTT COM SECURITY AG,2008,0
3528,NTT COM SECURITY AG,2009,0
3529,NTT COM SECURITY AG,2010,2
3530,NTT COM SECURITY AG,2011,2
3531,NTT COM SECURITY AG,2012,2
3532,NTT COM SECURITY AG,2013,1
3533,NTT COM SECURITY AG,2014,0
3534,CEOTRONICS AG,2006,0
3535,CEOTRONICS AG,2007,0
3536,CEOTRONICS AG,2008,0
3537,CEOTRONICS AG,2009,0
3538,CEOTRONICS AG,2010,0
3539,CEOTRONICS AG,2011,0
3540,CEOTRONICS AG,2012,0
3541,CEOTRONICS AG,2013,0
3542,CEOTRONICS AG,2014,0
3543,CEOTRONICS AG,2015,0
3544,CEOTRONICS AG,2016,0
3545,CEOTRONICS AG,2017,0
3546,CEOTRONICS AG,2018,0
3547,CEOTRONICS AG,2019,0
3548,B&S BANKSYSTEME AKTIENGES,2006,0
3549,B&S BANKSYSTEME AKTIENGES,2007,0
3550,B&S BANKSYSTEME AKTIENGES,2008,0
3551,B&S BANKSYSTEME AKTIENGES,2009,0
3552,B&S BANKSYSTEME AKTIENGES,2010,0
3553,B&S BANKSYSTEME AKTIENGES,2011,0
3554,B&S BANKSYSTEME AKTIENGES,2012,0
3555,B&S BANKSYSTEME AKTIENGES,2013,0
3556,B&S BANKSYSTEME AKTIENGES,2014,0
3557,B&S BANKSYSTEME AKTIENGES,2015,0
3558,B&S BANKSYSTEME AKTIENGES,2016,0
3559,B&S BANKSYSTEME AKTIENGES,2017,0
3560,B&S BANKSYSTEME AKTIENGES,2018,0
3561,B&S BANKSYSTEME AKTIENGES,2019,0
3562,KST BETEILIGUNGS AG,2006,0
3563,KST BETEILIGUNGS AG,2007,0
3564,KST BETEILIGUNGS AG,2008,0
3565,KST BETEILIGUNGS AG,2009,0
3566,KST BETEILIGUNGS AG,2010,0
3567,KST BETEILIGUNGS AG,2011,0
3568,KST BETEILIGUNGS AG,2012,0
3569,KST BETEILIGUNGS AG,2013,0
3570,KST BETEILIGUNGS AG,2014,0
3571,KST BETEILIGUNGS AG,2015,0
3572,KST BETEILIGUNGS AG,2016,0
3573,KST BETEILIGUNGS AG,2017,0
3574,KST BETEILIGUNGS AG,2018,0
3575,KST BETEILIGUNGS AG,2019,0
3576,SOLON SE,2006,0
3577,SOLON SE,2007,0
3578,SOLON SE,2008,0
3579,SOLON SE,2009,0
3580,SOLON SE,2010,8
3581,BAADER BANK AG,2006,0
3582,BAADER BANK AG,2007,0
3583,BAADER BANK AG,2008,0
3584,BAADER BANK AG,2009,0
3585,BAADER BANK AG,2010,5
3586,BAADER BANK AG,2011,5
3587,BAADER BANK AG,2012,5
3588,BAADER BANK AG,2013,5
3589,BAADER BANK AG,2014,0
3590,BAADER BANK AG,2015,0
3591,BAADER BANK AG,2016,0
3592,BAADER BANK AG,2017,0
3593,BAADER BANK AG,2018,0
3594,BAADER BANK AG,2019,0
3595,INTERSHOP COMMUNICATIONS AG,2006,0
3596,INTERSHOP COMMUNICATIONS AG,2007,0
3597,INTERSHOP COMMUNICATIONS AG,2008,0
3598,INTERSHOP COMMUNICATIONS AG,2009,0
3599,INTERSHOP COMMUNICATIONS AG,2010,13
3600,INTERSHOP COMMUNICATIONS AG,2011,7
3601,INTERSHOP COMMUNICATIONS AG,2012,5
3602,INTERSHOP COMMUNICATIONS AG,2013,5
3603,INTERSHOP COMMUNICATIONS AG,2014,0
3604,INTERSHOP COMMUNICATIONS AG,2015,0
3605,INTERSHOP COMMUNICATIONS AG,2016,0
3606,INTERSHOP COMMUNICATIONS AG,2017,0
3607,INTERSHOP COMMUNICATIONS AG,2018,0
3608,INTERSHOP COMMUNICATIONS AG,2019,0
3609,TELES AG INFORMATIONSTECHNOL,2006,0
3610,TELES AG INFORMATIONSTECHNOL,2007,0
3611,TELES AG INFORMATIONSTECHNOL,2008,0
3612,TELES AG INFORMATIONSTECHNOL,2009,0
3613,TELES AG INFORMATIONSTECHNOL,2010,0
3614,TELES AG INFORMATIONSTECHNOL,2011,0
3615,TELES AG INFORMATIONSTECHNOL,2012,0
3616,TELES AG INFORMATIONSTECHNOL,2013,0
3617,TELES AG INFORMATIONSTECHNOL,2014,0
3618,TELES AG INFORMATIONSTECHNOL,2015,0
3619,TELES AG INFORMATIONSTECHNOL,2016,0
3620,TELES AG INFORMATIONSTECHNOL,2017,0
3621,TELES AG INFORMATIONSTECHNOL,2018,0
3622,TELES AG INFORMATIONSTECHNOL,2019,0
3623,TDS INFORMATIONSTECHNOLOGIE,2006,0
3624,TDS INFORMATIONSTECHNOLOGIE,2007,0
3625,TDS INFORMATIONSTECHNOLOGIE,2008,0
3626,TDS INFORMATIONSTECHNOLOGIE,2009,0
3627,TDS INFORMATIONSTECHNOLOGIE,2010,2
3628,TDS INFORMATIONSTECHNOLOGIE,2011,2
3629,UNITED INTERNET AG,2006,0
3630,UNITED INTERNET AG,2007,0
3631,UNITED INTERNET AG,2008,0
3632,UNITED INTERNET AG,2009,0
3633,UNITED INTERNET AG,2010,7
3634,UNITED INTERNET AG,2011,7
3635,UNITED INTERNET AG,2012,7
3636,UNITED INTERNET AG,2013,9
3637,UNITED INTERNET AG,2014,0
3638,UNITED INTERNET AG,2015,0
3639,UNITED INTERNET AG,2016,0
3640,UNITED INTERNET AG,2017,0
3641,UNITED INTERNET AG,2018,0
3642,UNITED INTERNET AG,2019,0
3643,AUGUSTA TECHNOLOGIE AG,2006,0
3644,AUGUSTA TECHNOLOGIE AG,2007,0
3645,AUGUSTA TECHNOLOGIE AG,2008,0
3646,AUGUSTA TECHNOLOGIE AG,2009,0
3647,AUGUSTA TECHNOLOGIE AG,2010,4
3648,AUGUSTA TECHNOLOGIE AG,2011,2
3649,AUGUSTA TECHNOLOGIE AG,2012,2
3650,AUGUSTA TECHNOLOGIE AG,2013,2
3651,CE GLOBAL AG,2006,0
3652,CE GLOBAL AG,2007,0
3653,CE GLOBAL AG,2008,0
3654,CE GLOBAL AG,2009,0
3655,CE GLOBAL AG,2010,0
3656,CE GLOBAL AG,2011,0
3657,CE GLOBAL AG,2012,0
3658,COMPUTEC MEDIA AG,2006,0
3659,COMPUTEC MEDIA AG,2007,0
3660,COMPUTEC MEDIA AG,2008,1
3661,COMPUTEC MEDIA AG,2009,1
3662,COMPUTEC MEDIA AG,2010,1
3663,COMPUTEC MEDIA AG,2011,1
3664,COMPUTEC MEDIA AG,2012,1
3665,DEAG-DEUTSCHE ENTERTAINMENT,2006,0
3666,DEAG-DEUTSCHE ENTERTAINMENT,2007,0
3667,DEAG-DEUTSCHE ENTERTAINMENT,2008,0
3668,DEAG-DEUTSCHE ENTERTAINMENT,2009,0
3669,DEAG-DEUTSCHE ENTERTAINMENT,2010,0
3670,DEAG-DEUTSCHE ENTERTAINMENT,2011,0
3671,DEAG-DEUTSCHE ENTERTAINMENT,2012,0
3672,DEAG-DEUTSCHE ENTERTAINMENT,2013,0
3673,DEAG-DEUTSCHE ENTERTAINMENT,2014,0
3674,DEAG-DEUTSCHE ENTERTAINMENT,2015,0
3675,DEAG-DEUTSCHE ENTERTAINMENT,2016,0
3676,DEAG-DEUTSCHE ENTERTAINMENT,2017,0
3677,DEAG-DEUTSCHE ENTERTAINMENT,2018,0
3678,DEAG-DEUTSCHE ENTERTAINMENT,2019,0
3679,LPKF-LASER & ELECTRONICS AG,2006,0
3680,LPKF-LASER & ELECTRONICS AG,2007,0
3681,LPKF-LASER & ELECTRONICS AG,2008,0
3682,LPKF-LASER & ELECTRONICS AG,2009,0
3683,LPKF-LASER & ELECTRONICS AG,2010,0
3684,LPKF-LASER & ELECTRONICS AG,2011,0
3685,LPKF-LASER & ELECTRONICS AG,2012,0
3686,LPKF-LASER & ELECTRONICS AG,2013,0
3687,LPKF-LASER & ELECTRONICS AG,2014,0
3688,LPKF-LASER & ELECTRONICS AG,2015,0
3689,LPKF-LASER & ELECTRONICS AG,2016,0
3690,LPKF-LASER & ELECTRONICS AG,2017,0
3691,LPKF-LASER & ELECTRONICS AG,2018,0
3692,LPKF-LASER & ELECTRONICS AG,2019,0
3693,OLYMPIA FLEXGROUP AG,2006,0
3694,SENATOR ENTERTAINMENT AG,2006,0
3695,SENATOR ENTERTAINMENT AG,2007,0
3696,SENATOR ENTERTAINMENT AG,2008,0
3697,SENATOR ENTERTAINMENT AG,2009,0
3698,SENATOR ENTERTAINMENT AG,2010,5
3699,SENATOR ENTERTAINMENT AG,2011,6
3700,SENATOR ENTERTAINMENT AG,2012,5
3701,SENATOR ENTERTAINMENT AG,2013,6
3702,SENATOR ENTERTAINMENT AG,2014,0
3703,SENATOR ENTERTAINMENT AG,2015,0
3704,SENATOR ENTERTAINMENT AG,2016,0
3705,ALL FOR ONE GROUP SE,2006,0
3706,ALL FOR ONE GROUP SE,2007,0
3707,ALL FOR ONE GROUP SE,2008,0
3708,ALL FOR ONE GROUP SE,2009,0
3709,ALL FOR ONE GROUP SE,2010,9
3710,ALL FOR ONE GROUP SE,2011,9
3711,ALL FOR ONE GROUP SE,2012,9
3712,ALL FOR ONE GROUP SE,2013,12
3713,ALL FOR ONE GROUP SE,2014,0
3714,ALL FOR ONE GROUP SE,2015,0
3715,ALL FOR ONE GROUP SE,2016,0
3716,ALL FOR ONE GROUP SE,2017,0
3717,ALL FOR ONE GROUP SE,2018,0
3718,ALL FOR ONE GROUP SE,2019,0
3719,CENIT AG,2006,2
3720,CENIT AG,2007,1
3721,CENIT AG,2008,1
3722,CENIT AG,2009,1
3723,CENIT AG,2010,6
3724,CENIT AG,2011,6
3725,CENIT AG,2012,8
3726,CENIT AG,2013,10
3727,CENIT AG,2014,1
3728,CENIT AG,2015,1
3729,CENIT AG,2016,1
3730,CENIT AG,2017,1
3731,CENIT AG,2018,1
3732,CENIT AG,2019,0
3733,CINEMAXX AG,2006,0
3734,CINEMAXX AG,2007,0
3735,CINEMAXX AG,2008,0
3736,CINEMAXX AG,2009,0
3737,CINEMAXX AG,2010,0
3738,CINEMAXX AG,2011,0
3739,CINEMAXX AG,2012,0
3740,CINEMEDIA FILM AG GEYER-WERK,2006,0
3741,CINEMEDIA FILM AG GEYER-WERK,2007,0
3742,CINEMEDIA FILM AG GEYER-WERK,2008,0
3743,CINEMEDIA FILM AG GEYER-WERK,2009,0
3744,CINEMEDIA FILM AG GEYER-WERK,2010,0
3745,CINEMEDIA FILM AG GEYER-WERK,2011,0
3746,CINEMEDIA FILM AG GEYER-WERK,2012,0
3747,HAWESKO HOLDING AG,2006,0
3748,HAWESKO HOLDING AG,2007,0
3749,HAWESKO HOLDING AG,2008,0
3750,HAWESKO HOLDING AG,2009,0
3751,HAWESKO HOLDING AG,2010,10
3752,HAWESKO HOLDING AG,2011,8
3753,HAWESKO HOLDING AG,2012,9
3754,HAWESKO HOLDING AG,2013,9
3755,HAWESKO HOLDING AG,2014,0
3756,HAWESKO HOLDING AG,2015,0
3757,HAWESKO HOLDING AG,2016,0
3758,HAWESKO HOLDING AG,2017,0
3759,HAWESKO HOLDING AG,2018,0
3760,HAWESKO HOLDING AG,2019,0
3761,METRIC MOBILITY SOLUTIONS AG,2006,0
3762,METRIC MOBILITY SOLUTIONS AG,2007,0
3763,METRIC MOBILITY SOLUTIONS AG,2008,0
3764,METRIC MOBILITY SOLUTIONS AG,2009,0
3765,METRIC MOBILITY SOLUTIONS AG,2010,2
3766,METRIC MOBILITY SOLUTIONS AG,2011,2
3767,METRIC MOBILITY SOLUTIONS AG,2012,1
3768,METRIC MOBILITY SOLUTIONS AG,2013,4
3769,METRIC MOBILITY SOLUTIONS AG,2014,0
3770,METRIC MOBILITY SOLUTIONS AG,2015,0
3771,INTERTAINMENT AG,2006,0
3772,INTERTAINMENT AG,2007,0
3773,INTERTAINMENT AG,2008,0
